user_id,age,income,credit_score,loan_amount,tenure_months,interest_rate,merchant_commission_rate,acquisition_cost,defaulted,revenue,loss,net_profit
BNPL_018780,28,41401,730,24602,3,0.18,0.03,232,0,1845.15,0,1613.15
BNPL_018781,35,116131,834,7969,3,0.18,0.03,435,0,597.67,0,162.67
BNPL_018782,49,77576,319,25349,3,0.18,0.03,301,0,1901.17,0,1600.17
BNPL_018783,34,45625,598,16045,3,0.18,0.03,252,0,1203.38,0,951.38
BNPL_018784,28,18581,769,3093,3,0.18,0.03,588,0,231.97,0,-356.02
BNPL_018785,52,69914,581,18033,3,0.18,0.03,305,0,1352.47,0,1047.47
BNPL_018786,42,62022,486,4248,3,0.18,0.03,301,1,318.6,4248,-4230.4
BNPL_018787,32,17093,482,26721,3,0.18,0.03,472,1,2004.07,26721,-25188.92
BNPL_018788,51,54688,810,18607,3,0.18,0.03,571,0,1395.52,0,824.52
BNPL_018789,23,71867,645,29859,3,0.18,0.03,533,0,2239.43,0,1706.43
BNPL_018790,28,35916,336,17357,3,0.18,0.03,428,0,1301.78,0,873.78
BNPL_018791,52,20536,729,6432,3,0.18,0.03,516,0,482.4,0,-33.6
BNPL_018792,42,55171,779,10817,3,0.18,0.03,222,0,811.27,0,589.27
BNPL_018793,48,32339,824,24392,3,0.18,0.03,582,0,1829.4,0,1247.4
BNPL_018794,24,103549,395,26237,3,0.18,0.03,506,1,1967.78,26237,-24775.22
BNPL_018795,35,72423,300,25579,3,0.18,0.03,536,0,1918.43,0,1382.43
BNPL_018796,36,84229,342,25575,3,0.18,0.03,482,1,1918.12,25575,-24138.88
BNPL_018797,54,68304,472,6364,3,0.18,0.03,400,0,477.3,0,77.3
BNPL_018798,49,108334,800,27277,3,0.18,0.03,281,0,2045.77,0,1764.77
BNPL_018799,25,75183,776,28364,3,0.18,0.03,360,0,2127.3,0,1767.3
BNPL_018800,41,103977,585,17008,3,0.18,0.03,379,0,1275.6,0,896.6
BNPL_018801,26,47723,464,11547,3,0.18,0.03,467,1,866.02,11547,-11147.98
BNPL_018802,33,58780,767,24621,3,0.18,0.03,267,0,1846.57,0,1579.57
BNPL_018803,47,101866,425,2112,3,0.18,0.03,424,1,158.4,2112,-2377.6
BNPL_018804,40,97774,849,6848,3,0.18,0.03,263,0,513.6,0,250.6
BNPL_018805,26,98124,798,17864,3,0.18,0.03,581,0,1339.8,0,758.8
BNPL_018806,42,87343,821,25005,3,0.18,0.03,276,0,1875.38,0,1599.38
BNPL_018807,46,53148,446,25475,3,0.18,0.03,280,1,1910.62,25475,-23844.38
BNPL_018808,52,39998,422,15157,3,0.18,0.03,200,1,1136.77,15157,-14220.23
BNPL_018809,42,18021,407,14054,3,0.18,0.03,409,0,1054.05,0,645.05
BNPL_018810,38,44365,444,25990,3,0.18,0.03,545,1,1949.25,25990,-24585.75
BNPL_018811,36,104652,380,25709,3,0.18,0.03,225,0,1928.17,0,1703.17
BNPL_018812,41,110543,563,19052,3,0.18,0.03,359,1,1428.9,19052,-17982.1
BNPL_018813,23,20943,652,9747,3,0.18,0.03,338,0,731.02,0,393.02
BNPL_018814,28,99409,305,24175,3,0.18,0.03,555,1,1813.12,24175,-22916.88
BNPL_018815,38,88570,359,10165,3,0.18,0.03,367,1,762.38,10165,-9769.62
BNPL_018816,42,71356,332,3299,3,0.18,0.03,339,0,247.42,0,-91.58
BNPL_018817,22,49075,766,3719,3,0.18,0.03,210,0,278.92,0,68.92
BNPL_018818,34,89725,481,14929,3,0.18,0.03,241,0,1119.67,0,878.67
BNPL_018819,29,113336,676,12563,3,0.18,0.03,552,0,942.22,0,390.22
BNPL_018820,29,76579,357,17152,3,0.18,0.03,499,0,1286.4,0,787.4
BNPL_018821,22,116486,465,12922,3,0.18,0.03,556,0,969.15,0,413.15
BNPL_018822,23,83590,486,25267,3,0.18,0.03,590,0,1895.02,0,1305.02
BNPL_018823,46,53347,763,3950,3,0.18,0.03,351,0,296.25,0,-54.75
BNPL_018824,46,17074,624,20469,3,0.18,0.03,246,0,1535.17,0,1289.17
BNPL_018825,47,62636,806,14056,3,0.18,0.03,395,0,1054.2,0,659.2
BNPL_018826,47,53423,308,14137,3,0.18,0.03,477,0,1060.27,0,583.27
BNPL_018827,44,60888,620,26717,3,0.18,0.03,439,0,2003.77,0,1564.77
BNPL_018828,40,73208,472,26230,3,0.18,0.03,539,0,1967.25,0,1428.25
BNPL_018829,50,109668,769,20367,3,0.18,0.03,301,0,1527.53,0,1226.53
BNPL_018830,48,30254,587,24311,3,0.18,0.03,365,0,1823.32,0,1458.32
BNPL_018831,48,69868,792,17912,3,0.18,0.03,251,0,1343.4,0,1092.4
BNPL_018832,39,68677,734,22694,3,0.18,0.03,525,1,1702.05,22694,-21516.95
BNPL_018833,43,86968,527,28364,3,0.18,0.03,258,1,2127.3,28364,-26494.7
BNPL_018834,34,108738,538,9716,3,0.18,0.03,496,0,728.7,0,232.7
BNPL_018835,25,99399,757,7897,3,0.18,0.03,466,0,592.27,0,126.27
BNPL_018836,35,39538,816,6591,3,0.18,0.03,564,0,494.32,0,-69.68
BNPL_018837,43,63399,591,24409,3,0.18,0.03,573,0,1830.67,0,1257.67
BNPL_018838,23,28417,720,16599,3,0.18,0.03,200,0,1244.92,0,1044.92
BNPL_018839,43,35416,329,6715,3,0.18,0.03,582,1,503.62,6715,-6793.38
BNPL_018840,41,62012,327,10792,3,0.18,0.03,296,0,809.4,0,513.4
BNPL_018841,35,60152,648,8036,3,0.18,0.03,550,0,602.7,0,52.7
BNPL_018842,28,95938,562,22614,3,0.18,0.03,508,1,1696.05,22614,-21425.95
BNPL_018843,48,92033,702,9706,3,0.18,0.03,347,0,727.95,0,380.95
BNPL_018844,51,90265,512,29324,3,0.18,0.03,553,0,2199.3,0,1646.3
BNPL_018845,30,17756,463,10306,3,0.18,0.03,222,0,772.95,0,550.95
BNPL_018846,40,95738,625,24399,3,0.18,0.03,573,0,1829.92,0,1256.92
BNPL_018847,22,44242,496,18653,3,0.18,0.03,282,0,1398.97,0,1116.97
BNPL_018848,30,51528,395,24616,3,0.18,0.03,373,0,1846.2,0,1473.2
BNPL_018849,21,24013,646,15665,3,0.18,0.03,296,1,1174.88,15665,-14786.12
BNPL_018850,43,25877,556,9629,3,0.18,0.03,419,0,722.17,0,303.17
BNPL_018851,31,110048,370,6934,3,0.18,0.03,575,0,520.05,0,-54.95
BNPL_018852,31,61698,486,27099,3,0.18,0.03,290,0,2032.42,0,1742.42
BNPL_018853,28,106189,652,3574,3,0.18,0.03,204,0,268.05,0,64.05
BNPL_018854,54,99008,575,8737,3,0.18,0.03,302,0,655.27,0,353.27
BNPL_018855,39,96992,315,21533,3,0.18,0.03,400,0,1614.97,0,1214.97
BNPL_018856,50,105080,454,5020,3,0.18,0.03,329,0,376.5,0,47.5
BNPL_018857,27,110244,554,2974,3,0.18,0.03,436,1,223.05,2974,-3186.95
BNPL_018858,29,89089,537,8329,3,0.18,0.03,593,0,624.67,0,31.67
BNPL_018859,30,73328,598,8194,3,0.18,0.03,200,0,614.55,0,414.55
BNPL_018860,36,93633,609,13874,3,0.18,0.03,512,0,1040.55,0,528.55
BNPL_018861,32,82070,802,28805,3,0.18,0.03,331,0,2160.38,0,1829.38
BNPL_018862,41,58904,322,25055,3,0.18,0.03,213,0,1879.12,0,1666.12
BNPL_018863,33,56548,766,21525,3,0.18,0.03,277,0,1614.38,0,1337.38
BNPL_018864,44,18733,713,27091,3,0.18,0.03,420,0,2031.83,0,1611.83
BNPL_018865,31,85119,343,13215,3,0.18,0.03,480,1,991.12,13215,-12703.88
BNPL_018866,54,27790,379,17619,3,0.18,0.03,391,0,1321.42,0,930.42
BNPL_018867,39,79095,312,27874,3,0.18,0.03,464,0,2090.55,0,1626.55
BNPL_018868,46,75099,683,3245,3,0.18,0.03,360,0,243.38,0,-116.62
BNPL_018869,51,22997,503,13466,3,0.18,0.03,560,1,1009.95,13466,-13016.05
BNPL_018870,43,30194,542,19941,3,0.18,0.03,515,0,1495.57,0,980.57
BNPL_018871,22,72939,683,10116,3,0.18,0.03,399,0,758.7,0,359.7
BNPL_018872,40,84616,434,18607,3,0.18,0.03,487,1,1395.52,18607,-17698.47
BNPL_018873,49,94130,603,14596,3,0.18,0.03,482,0,1094.7,0,612.7
BNPL_018874,22,111526,471,21115,3,0.18,0.03,466,0,1583.62,0,1117.62
BNPL_018875,52,78649,735,8467,3,0.18,0.03,356,0,635.02,0,279.02
BNPL_018876,35,115490,597,8500,3,0.18,0.03,376,0,637.5,0,261.5
BNPL_018877,30,46502,310,5325,3,0.18,0.03,324,1,399.38,5325,-5249.62
BNPL_018878,43,21154,752,10781,3,0.18,0.03,433,0,808.58,0,375.58
BNPL_018879,41,98422,440,22503,3,0.18,0.03,282,1,1687.72,22503,-21097.28
BNPL_018880,24,93790,317,19973,3,0.18,0.03,564,0,1497.97,0,933.97
BNPL_018881,32,48590,563,28370,3,0.18,0.03,564,0,2127.75,0,1563.75
BNPL_018882,51,73174,655,7551,3,0.18,0.03,295,0,566.32,0,271.32
BNPL_018883,43,15514,322,27520,3,0.18,0.03,358,0,2064.0,0,1706.0
BNPL_018884,41,110415,694,11858,3,0.18,0.03,569,0,889.35,0,320.35
BNPL_018885,24,75086,564,19864,3,0.18,0.03,522,0,1489.8,0,967.8
BNPL_018886,30,62916,796,26598,3,0.18,0.03,217,0,1994.85,0,1777.85
BNPL_018887,25,40839,645,8864,3,0.18,0.03,537,0,664.8,0,127.8
BNPL_018888,39,76519,792,5028,3,0.18,0.03,235,0,377.1,0,142.1
BNPL_018889,31,118064,834,15620,3,0.18,0.03,391,0,1171.5,0,780.5
BNPL_018890,31,53531,824,24940,3,0.18,0.03,348,0,1870.5,0,1522.5
BNPL_018891,54,83999,800,4259,3,0.18,0.03,238,0,319.43,0,81.43
BNPL_018892,48,94796,592,21294,3,0.18,0.03,398,0,1597.05,0,1199.05
BNPL_018893,51,83992,609,29533,3,0.18,0.03,318,0,2214.97,0,1896.97
BNPL_018894,40,63842,814,21016,3,0.18,0.03,233,0,1576.2,0,1343.2
BNPL_018895,26,81570,840,23358,3,0.18,0.03,559,0,1751.85,0,1192.85
BNPL_018896,22,36206,440,7465,3,0.18,0.03,572,0,559.88,0,-12.12
BNPL_018897,41,61889,752,28045,3,0.18,0.03,270,0,2103.38,0,1833.38
BNPL_018898,35,51419,834,10879,3,0.18,0.03,544,0,815.92,0,271.92
BNPL_018899,33,84377,740,27967,3,0.18,0.03,301,0,2097.52,0,1796.52
BNPL_018900,33,66620,828,18850,3,0.18,0.03,477,0,1413.75,0,936.75
BNPL_018901,42,32508,332,23538,3,0.18,0.03,408,1,1765.35,23538,-22180.65
BNPL_018902,31,15848,775,20646,3,0.18,0.03,329,0,1548.45,0,1219.45
BNPL_018903,42,106316,560,14882,3,0.18,0.03,389,0,1116.15,0,727.15
BNPL_018904,48,22889,590,25868,3,0.18,0.03,525,0,1940.1,0,1415.1
BNPL_018905,45,20052,410,27152,3,0.18,0.03,358,1,2036.4,27152,-25473.6
BNPL_018906,42,108299,431,4908,3,0.18,0.03,295,0,368.1,0,73.1
BNPL_018907,28,100455,791,22834,3,0.18,0.03,446,0,1712.55,0,1266.55
BNPL_018908,30,82618,734,4517,3,0.18,0.03,530,0,338.77,0,-191.23
BNPL_018909,34,93608,489,9396,3,0.18,0.03,250,0,704.7,0,454.7
BNPL_018910,49,36424,326,28490,3,0.18,0.03,371,1,2136.75,28490,-26724.25
BNPL_018911,42,58788,571,3835,3,0.18,0.03,462,0,287.62,0,-174.38
BNPL_018912,27,51809,317,19090,3,0.18,0.03,596,0,1431.75,0,835.75
BNPL_018913,48,49063,638,21764,3,0.18,0.03,368,0,1632.3,0,1264.3
BNPL_018914,47,41513,819,9201,3,0.18,0.03,544,0,690.07,0,146.07
BNPL_018915,46,20544,829,19651,3,0.18,0.03,455,0,1473.82,0,1018.82
BNPL_018916,47,39127,562,13765,3,0.18,0.03,377,0,1032.38,0,655.38
BNPL_018917,28,106380,720,27333,3,0.18,0.03,442,0,2049.97,0,1607.97
BNPL_018918,49,16204,328,2981,3,0.18,0.03,215,0,223.57,0,8.57
BNPL_018919,43,46543,567,29680,3,0.18,0.03,240,0,2226.0,0,1986.0
BNPL_018920,44,51633,501,12539,3,0.18,0.03,396,0,940.42,0,544.42
BNPL_018921,38,87330,627,17584,3,0.18,0.03,262,0,1318.8,0,1056.8
BNPL_018922,35,66010,440,24288,3,0.18,0.03,289,0,1821.6,0,1532.6
BNPL_018923,26,110590,586,20850,3,0.18,0.03,218,0,1563.75,0,1345.75
BNPL_018924,26,55942,804,24012,3,0.18,0.03,450,0,1800.9,0,1350.9
BNPL_018925,25,23374,471,12935,3,0.18,0.03,550,0,970.12,0,420.12
BNPL_018926,51,77377,420,5177,3,0.18,0.03,229,0,388.27,0,159.27
BNPL_018927,35,103331,593,5219,3,0.18,0.03,472,0,391.42,0,-80.58
BNPL_018928,27,45215,712,14926,3,0.18,0.03,347,0,1119.45,0,772.45
BNPL_018929,30,114532,534,2439,3,0.18,0.03,339,0,182.93,0,-156.07
BNPL_018930,29,27610,419,21582,3,0.18,0.03,301,0,1618.65,0,1317.65
BNPL_018931,44,29938,437,12699,3,0.18,0.03,561,0,952.42,0,391.42
BNPL_018932,21,19131,809,21663,3,0.18,0.03,332,0,1624.72,0,1292.72
BNPL_018933,37,48034,345,17330,3,0.18,0.03,262,0,1299.75,0,1037.75
BNPL_018934,39,104803,326,17643,3,0.18,0.03,549,0,1323.22,0,774.22
BNPL_018935,30,81594,574,3850,3,0.18,0.03,508,1,288.75,3850,-4069.25
BNPL_018936,23,119081,467,25398,3,0.18,0.03,569,0,1904.85,0,1335.85
BNPL_018937,42,91904,590,8856,3,0.18,0.03,535,0,664.2,0,129.2
BNPL_018938,50,56403,673,14032,3,0.18,0.03,377,0,1052.4,0,675.4
BNPL_018939,42,84974,577,12602,3,0.18,0.03,481,1,945.15,12602,-12137.85
BNPL_018940,54,36428,778,17777,3,0.18,0.03,277,0,1333.27,0,1056.27
BNPL_018941,35,36250,821,15953,3,0.18,0.03,417,0,1196.47,0,779.47
BNPL_018942,26,36828,729,18731,3,0.18,0.03,282,0,1404.82,0,1122.82
BNPL_018943,46,39782,791,7235,3,0.18,0.03,565,1,542.62,7235,-7257.38
BNPL_018944,42,34766,722,7816,3,0.18,0.03,218,0,586.2,0,368.2
BNPL_018945,35,21948,481,20128,3,0.18,0.03,324,1,1509.6,20128,-18942.4
BNPL_018946,36,108119,773,6690,3,0.18,0.03,266,0,501.75,0,235.75
BNPL_018947,51,81268,650,15394,3,0.18,0.03,374,0,1154.55,0,780.55
BNPL_018948,42,23876,310,19920,3,0.18,0.03,336,0,1494.0,0,1158.0
BNPL_018949,25,97998,794,27547,3,0.18,0.03,223,0,2066.03,0,1843.03
BNPL_018950,50,41834,466,2039,3,0.18,0.03,514,0,152.92,0,-361.08
BNPL_018951,41,29614,500,12381,3,0.18,0.03,230,0,928.58,0,698.58
BNPL_018952,21,59490,535,20037,3,0.18,0.03,473,0,1502.78,0,1029.78
BNPL_018953,26,34182,845,5271,3,0.18,0.03,344,0,395.32,0,51.32
BNPL_018954,50,36761,497,18372,3,0.18,0.03,281,0,1377.9,0,1096.9
BNPL_018955,24,102303,588,6533,3,0.18,0.03,530,0,489.98,0,-40.02
BNPL_018956,39,97873,615,6802,3,0.18,0.03,561,0,510.15,0,-50.85
BNPL_018957,31,91891,370,16413,3,0.18,0.03,540,0,1230.97,0,690.97
BNPL_018958,53,102686,458,20545,3,0.18,0.03,418,0,1540.88,0,1122.88
BNPL_018959,46,65211,484,8690,3,0.18,0.03,249,0,651.75,0,402.75
BNPL_018960,23,99213,469,17508,3,0.18,0.03,357,0,1313.1,0,956.1
BNPL_018961,50,52637,770,20310,3,0.18,0.03,582,0,1523.25,0,941.25
BNPL_018962,40,80994,433,15011,3,0.18,0.03,377,1,1125.83,15011,-14262.17
BNPL_018963,36,108103,716,20638,3,0.18,0.03,540,0,1547.85,0,1007.85
BNPL_018964,21,75569,415,17075,3,0.18,0.03,317,1,1280.62,17075,-16111.38
BNPL_018965,35,118061,332,29195,3,0.18,0.03,386,0,2189.62,0,1803.62
BNPL_018966,41,118593,310,5825,3,0.18,0.03,390,0,436.88,0,46.88
BNPL_018967,29,33151,469,13433,3,0.18,0.03,328,0,1007.48,0,679.48
BNPL_018968,34,61177,781,17376,3,0.18,0.03,298,0,1303.2,0,1005.2
BNPL_018969,46,17465,671,26957,3,0.18,0.03,442,0,2021.78,0,1579.78
BNPL_018970,26,21340,311,21213,3,0.18,0.03,465,0,1590.97,0,1125.97
BNPL_018971,32,108594,447,13927,3,0.18,0.03,226,0,1044.53,0,818.53
BNPL_018972,54,17409,706,19585,3,0.18,0.03,223,0,1468.88,0,1245.88
BNPL_018973,47,84707,780,22152,3,0.18,0.03,553,0,1661.4,0,1108.4
BNPL_018974,53,94387,394,20653,3,0.18,0.03,335,0,1548.97,0,1213.97
BNPL_018975,23,104941,568,24128,3,0.18,0.03,360,0,1809.6,0,1449.6
BNPL_018976,31,51189,488,4626,3,0.18,0.03,503,1,346.95,4626,-4782.05
BNPL_018977,49,49709,393,14340,3,0.18,0.03,369,0,1075.5,0,706.5
BNPL_018978,54,21026,537,20055,3,0.18,0.03,341,0,1504.12,0,1163.12
BNPL_018979,49,62048,575,2300,3,0.18,0.03,580,0,172.5,0,-407.5
BNPL_018980,35,69858,419,10417,3,0.18,0.03,230,1,781.27,10417,-9865.73
BNPL_018981,31,54425,429,28804,3,0.18,0.03,399,0,2160.3,0,1761.3
BNPL_018982,44,18864,684,19497,3,0.18,0.03,565,0,1462.28,0,897.28
BNPL_018983,23,94196,326,13803,3,0.18,0.03,597,0,1035.22,0,438.22
BNPL_018984,34,106410,684,15559,3,0.18,0.03,517,0,1166.92,0,649.92
BNPL_018985,27,116459,550,29977,3,0.18,0.03,557,0,2248.27,0,1691.27
BNPL_018986,33,79076,650,10080,3,0.18,0.03,311,0,756.0,0,445.0
BNPL_018987,25,102816,764,16661,3,0.18,0.03,320,0,1249.58,0,929.58
BNPL_018988,51,36165,430,27873,3,0.18,0.03,566,0,2090.47,0,1524.47
BNPL_018989,34,36244,638,4705,3,0.18,0.03,267,1,352.88,4705,-4619.12
BNPL_018990,23,45182,825,27166,3,0.18,0.03,227,1,2037.45,27166,-25355.55
BNPL_018991,23,89659,697,24395,3,0.18,0.03,581,0,1829.62,0,1248.62
BNPL_018992,33,68703,340,12163,3,0.18,0.03,532,0,912.23,0,380.23
BNPL_018993,45,116450,539,28657,3,0.18,0.03,561,0,2149.28,0,1588.28
BNPL_018994,22,20242,738,23323,3,0.18,0.03,407,0,1749.22,0,1342.22
BNPL_018995,35,53797,613,9048,3,0.18,0.03,280,0,678.6,0,398.6
BNPL_018996,43,86019,586,16113,3,0.18,0.03,370,1,1208.47,16113,-15274.52
BNPL_018997,48,111512,747,27944,3,0.18,0.03,470,1,2095.8,27944,-26318.2
BNPL_018998,39,28930,768,8817,3,0.18,0.03,511,0,661.27,0,150.27
BNPL_018999,26,41506,784,17413,3,0.18,0.03,223,0,1305.97,0,1082.97
BNPL_019000,29,104757,531,26267,3,0.18,0.03,219,0,1970.02,0,1751.02
BNPL_019001,52,19495,540,10699,3,0.18,0.03,240,0,802.42,0,562.42
BNPL_019002,41,113466,780,2564,3,0.18,0.03,388,0,192.3,0,-195.7
BNPL_019003,47,54570,674,6441,3,0.18,0.03,209,0,483.07,0,274.07
BNPL_019004,21,98634,647,14281,3,0.18,0.03,421,0,1071.08,0,650.08
BNPL_019005,24,15618,549,28948,3,0.18,0.03,246,1,2171.1,28948,-27022.9
BNPL_019006,39,52206,547,4369,3,0.18,0.03,419,1,327.67,4369,-4460.32
BNPL_019007,50,64749,424,17336,3,0.18,0.03,479,0,1300.2,0,821.2
BNPL_019008,42,73828,389,24888,3,0.18,0.03,282,1,1866.6,24888,-23303.4
BNPL_019009,51,88616,389,18870,3,0.18,0.03,319,0,1415.25,0,1096.25
BNPL_019010,28,26773,363,28617,3,0.18,0.03,595,0,2146.27,0,1551.27
BNPL_019011,46,19623,359,11769,3,0.18,0.03,232,0,882.67,0,650.67
BNPL_019012,25,56859,364,20706,3,0.18,0.03,353,0,1552.95,0,1199.95
BNPL_019013,21,65000,399,26357,3,0.18,0.03,578,0,1976.78,0,1398.78
BNPL_019014,34,66884,449,11507,3,0.18,0.03,445,0,863.02,0,418.02
BNPL_019015,24,80715,597,16687,3,0.18,0.03,534,0,1251.52,0,717.52
BNPL_019016,34,94885,636,22082,3,0.18,0.03,475,0,1656.15,0,1181.15
BNPL_019017,54,82556,423,15512,3,0.18,0.03,552,0,1163.4,0,611.4
BNPL_019018,52,48847,784,3928,3,0.18,0.03,543,0,294.6,0,-248.4
BNPL_019019,36,114272,571,5119,3,0.18,0.03,599,0,383.92,0,-215.08
BNPL_019020,25,42427,729,3495,3,0.18,0.03,306,0,262.12,0,-43.88
BNPL_019021,44,115689,368,6035,3,0.18,0.03,490,0,452.62,0,-37.38
BNPL_019022,26,94820,802,19760,3,0.18,0.03,556,0,1482.0,0,926.0
BNPL_019023,29,118273,506,18688,3,0.18,0.03,379,1,1401.6,18688,-17665.4
BNPL_019024,35,41608,812,13209,3,0.18,0.03,524,0,990.67,0,466.67
BNPL_019025,37,60677,671,22243,3,0.18,0.03,492,0,1668.22,0,1176.22
BNPL_019026,43,67302,442,13291,3,0.18,0.03,561,0,996.83,0,435.83
BNPL_019027,45,36791,656,17108,3,0.18,0.03,256,0,1283.1,0,1027.1
BNPL_019028,48,39396,595,10500,3,0.18,0.03,483,0,787.5,0,304.5
BNPL_019029,39,55498,764,23032,3,0.18,0.03,508,0,1727.4,0,1219.4
BNPL_019030,34,70886,732,16523,3,0.18,0.03,358,0,1239.22,0,881.22
BNPL_019031,50,116319,323,21348,3,0.18,0.03,519,0,1601.1,0,1082.1
BNPL_019032,43,32992,823,23970,3,0.18,0.03,287,1,1797.75,23970,-22459.25
BNPL_019033,48,96127,519,11619,3,0.18,0.03,362,0,871.42,0,509.42
BNPL_019034,26,56973,784,7919,3,0.18,0.03,426,0,593.92,0,167.92
BNPL_019035,45,73120,427,12176,3,0.18,0.03,333,1,913.2,12176,-11595.8
BNPL_019036,36,22114,550,9445,3,0.18,0.03,276,0,708.38,0,432.38
BNPL_019037,29,38516,333,21819,3,0.18,0.03,565,1,1636.42,21819,-20747.58
BNPL_019038,39,108367,354,4127,3,0.18,0.03,411,0,309.52,0,-101.48
BNPL_019039,24,102695,451,7920,3,0.18,0.03,489,0,594.0,0,105.0
BNPL_019040,38,92144,395,14773,3,0.18,0.03,491,0,1107.97,0,616.97
BNPL_019041,36,38205,429,4357,3,0.18,0.03,212,1,326.77,4357,-4242.23
BNPL_019042,24,116788,799,6772,3,0.18,0.03,294,0,507.9,0,213.9
BNPL_019043,49,95457,490,18384,3,0.18,0.03,316,0,1378.8,0,1062.8
BNPL_019044,32,66901,325,2764,3,0.18,0.03,297,0,207.3,0,-89.7
BNPL_019045,51,102014,583,6081,3,0.18,0.03,236,0,456.07,0,220.07
BNPL_019046,23,57712,793,4517,3,0.18,0.03,236,0,338.77,0,102.77
BNPL_019047,42,63048,642,12785,3,0.18,0.03,538,0,958.88,0,420.88
BNPL_019048,28,96213,745,11160,3,0.18,0.03,224,0,837.0,0,613.0
BNPL_019049,38,72380,326,4578,3,0.18,0.03,237,1,343.35,4578,-4471.65
BNPL_019050,25,41910,538,22234,3,0.18,0.03,595,1,1667.55,22234,-21161.45
BNPL_019051,54,93747,315,10724,3,0.18,0.03,483,0,804.3,0,321.3
BNPL_019052,46,101247,715,9590,3,0.18,0.03,369,0,719.25,0,350.25
BNPL_019053,21,62643,348,13520,3,0.18,0.03,235,0,1014.0,0,779.0
BNPL_019054,34,92544,487,20111,3,0.18,0.03,310,0,1508.32,0,1198.32
BNPL_019055,27,115085,776,28256,3,0.18,0.03,531,0,2119.2,0,1588.2
BNPL_019056,47,107160,696,17739,3,0.18,0.03,514,0,1330.42,0,816.42
BNPL_019057,49,40521,613,4727,3,0.18,0.03,501,0,354.52,0,-146.48
BNPL_019058,34,31535,479,3612,3,0.18,0.03,380,1,270.9,3612,-3721.1
BNPL_019059,51,21687,794,16388,3,0.18,0.03,432,0,1229.1,0,797.1
BNPL_019060,49,86389,497,23238,3,0.18,0.03,331,1,1742.85,23238,-21826.15
BNPL_019061,31,118966,361,13035,3,0.18,0.03,493,0,977.62,0,484.62
BNPL_019062,30,43253,661,4190,3,0.18,0.03,456,0,314.25,0,-141.75
BNPL_019063,50,62219,615,22638,3,0.18,0.03,500,0,1697.85,0,1197.85
BNPL_019064,32,36846,320,21256,3,0.18,0.03,321,0,1594.2,0,1273.2
BNPL_019065,29,53803,765,5348,3,0.18,0.03,475,0,401.1,0,-73.9
BNPL_019066,42,79264,608,20419,3,0.18,0.03,292,0,1531.42,0,1239.42
BNPL_019067,48,99808,561,17231,3,0.18,0.03,413,0,1292.32,0,879.32
BNPL_019068,27,119479,714,10948,3,0.18,0.03,364,0,821.1,0,457.1
BNPL_019069,28,96663,754,18156,3,0.18,0.03,221,0,1361.7,0,1140.7
BNPL_019070,48,34033,551,19864,3,0.18,0.03,248,0,1489.8,0,1241.8
BNPL_019071,48,113931,523,27545,3,0.18,0.03,490,0,2065.88,0,1575.88
BNPL_019072,44,32687,841,14442,3,0.18,0.03,357,0,1083.15,0,726.15
BNPL_019073,23,60050,433,26916,3,0.18,0.03,457,0,2018.7,0,1561.7
BNPL_019074,35,47688,334,6308,3,0.18,0.03,472,0,473.1,0,1.1
BNPL_019075,32,68116,312,25933,3,0.18,0.03,393,0,1944.97,0,1551.97
BNPL_019076,37,22479,776,15006,3,0.18,0.03,294,0,1125.45,0,831.45
BNPL_019077,40,99633,739,5095,3,0.18,0.03,259,0,382.12,0,123.12
BNPL_019078,36,47313,367,22092,3,0.18,0.03,394,0,1656.9,0,1262.9
BNPL_019079,21,58218,541,9364,3,0.18,0.03,242,1,702.3,9364,-8903.7
BNPL_019080,30,17185,528,13555,3,0.18,0.03,569,0,1016.62,0,447.62
BNPL_019081,45,20808,678,28979,3,0.18,0.03,410,0,2173.43,0,1763.43
BNPL_019082,29,116848,450,17308,3,0.18,0.03,574,0,1298.1,0,724.1
BNPL_019083,31,69626,717,6652,3,0.18,0.03,406,1,498.9,6652,-6559.1
BNPL_019084,39,19923,721,14685,3,0.18,0.03,398,0,1101.38,0,703.38
BNPL_019085,21,49876,769,5296,3,0.18,0.03,503,0,397.2,0,-105.8
BNPL_019086,53,112056,577,13387,3,0.18,0.03,269,0,1004.02,0,735.02
BNPL_019087,40,108775,438,28529,3,0.18,0.03,428,1,2139.68,28529,-26817.33
BNPL_019088,48,115542,305,13051,3,0.18,0.03,584,0,978.82,0,394.82
BNPL_019089,53,74793,401,5457,3,0.18,0.03,392,0,409.27,0,17.27
BNPL_019090,47,89601,570,28445,3,0.18,0.03,594,0,2133.38,0,1539.38
BNPL_019091,47,117509,676,9278,3,0.18,0.03,240,0,695.85,0,455.85
BNPL_019092,49,108798,811,16272,3,0.18,0.03,452,0,1220.4,0,768.4
BNPL_019093,47,36544,359,15375,3,0.18,0.03,356,1,1153.12,15375,-14577.88
BNPL_019094,23,100290,813,6017,3,0.18,0.03,208,0,451.27,0,243.27
BNPL_019095,50,18533,511,13789,3,0.18,0.03,574,0,1034.17,0,460.17
BNPL_019096,35,92081,570,23854,3,0.18,0.03,594,0,1789.05,0,1195.05
BNPL_019097,52,83639,633,17969,3,0.18,0.03,443,0,1347.67,0,904.67
BNPL_019098,43,100411,641,24449,3,0.18,0.03,443,0,1833.67,0,1390.67
BNPL_019099,21,86933,426,24755,3,0.18,0.03,505,0,1856.62,0,1351.62
